loan_id,borrower_id,application_date,loan_amount,loan_term,interest_rate,collateral_ratio,market_volatility,eth_price,btc_price,defi_tvl,trust_score,income,debt_to_income,age,employment_length,num_delinquencies,num_credit_lines,event_date,event_type,defaulted,loss_given_default,loss_amount,default_probability
L000019,B0008,2024-04-15,2365.8134412312957,365,0.13199565564402527,2.2361083886949236,0.3300663366765604,2544.7514632559846,27285.445101057976,20056532289.039307,0.36838946817435975,44841.43772909996,0.649237693775418,24,1.5653306325389345,0,8,2025-04-15,maturity,0,0.0,0.0,0.0
L000020,B0009,2024-01-23,1075.8522788609894,30,0.12559490513341123,2.888662784359863,0.2312484998197304,1060.361833296732,32933.00793932723,28909001481.944954,0.4327478644229819,11081.860378183275,0.2810720906179367,36,5.340168730955575,0,6,2024-02-22,maturity,0,0.0,0.0,0.0
L000021,B0010,2023-10-28,3490.105162191253,365,0.13655949410260587,1.4308487595351416,0.16443226527519547,1694.7471026076132,65203.87974150267,8362556954.712984,0.720395657759638,37352.71733656371,0.29134280698889403,49,3.0638926220100418,1,4,2024-10-27,maturity,0,0.0,0.0,0.0
L000022,B0010,2024-01-06,651.5419509946548,365,0.17263383397627138,1.7991297676933111,0.26546639627315133,1116.487210354663,39235.191524589485,9838295939.720388,0.720395657759638,37352.71733656371,0.29134280698889403,49,3.0638926220100418,1,4,2025-01-05,maturity,0,0.0,0.0,0.0
L000023,B0010,2023-07-16,1633.574064587013,30,0.11402430619603203,1.1446219277077954,0.10266961083072229,2600.8308113653034,29209.512587808094,7614506504.420786,0.720395657759638,37352.71733656371,0.29134280698889403,49,3.0638926220100418,1,4,2023-08-15,maturity,0,0.0,0.0,0.0
L000024,B0010,2023-02-16,4697.493002617967,60,0.07846578469438197,2.037356312302421,0.2175978089005615,1150.5631110835732,29130.405785311377,6393071973.118552,0.720395657759638,37352.71733656371,0.29134280698889403,49,3.0638926220100418,1,4,2023-04-17,maturity,0,0.0,0.0,0.0
L000025,B0010,2023-10-24,2700.9953284112707,30,0.09501311452243016,1.8634432723269216,0.05,2459.0191202043497,35338.902705409375,5565212155.064551,0.720395657759638,37352.71733656371,0.29134280698889403,49,3.0638926220100418,1,4,2023-11-23,maturity,0,0.0,0.0,0.0
L000026,B0011,2023-04-14,20813.143712189874,180,0.018117576648366093,1.3358377622076083,0.4129155862409928,1889.167986530565,29109.67868988771,10288053139.61064,0.8473196668199093,113398.13342548399,0.5462926117906662,46,2.296310708963925,2,6,2023-10-11,maturity,0,0.0,0.0,0.0
L000027,B0011,2023-10-12,6697.235570614115,180,0.0872624110812968,1.8911581164283169,0.18019751010412988,2011.040031443173,34634.052590453495,6464337482.161233,0.8473196668199093,113398.13342548399,0.5462926117906662,46,2.296310708963925,2,6,2024-04-09,maturity,0,0.0,0.0,0.0
L000028,B0012,2023-06-16,1147.4207513716005,90,0.16761372373005123,2.402172766494905,0.3037062289764427,1810.0865142621494,38859.24483542109,8913366147.305962,0.19644526837859508,20563.323794067594,0.18968961415942878,37,1.8650788879330855,0,6,2023-09-14,maturity,0,0.0,0.0,0.0
L000029,B0012,2023-12-30,11035.041304497785,60,0.09764026832767718,1.875213250173701,0.2521277372216213,1727.3767961915803,39142.95350847859,13905675179.534348,0.19644526837859508,20563.323794067594,0.18968961415942878,37,1.8650788879330855,0,6,2024-02-28,maturity,0,0.0,0.0,0.0
L000030,B0012,2024-11-17,1943.4427416372541,90,0.10293578063263277,2.0104550749552264,0.328679100245301,1815.8262047279509,38059.77227809663,5465819290.096397,0.19644526837859508,20563.323794067594,0.18968961415942878,37,1.8650788879330855,0,6,2025-02-15,maturity,0,0.0,0.0,0.0
L000031,B0013,2024-09-15,7350.153489801101,60,0.11154350689900057,1.6114178359683706,0.39229934548284917,2000.5117998945864,30119.162702880953,9730915942.789701,0.5971642359628521,22013.389761043625,0.2485969038960578,31,41.04622556865991,0,4,2024-11-14,maturity,0,0.0,0.0,0.0
L000032,B0014,2023-09-08,3652.4285373745774,60,0.15550228685497722,2.271253714047713,0.2454035095875631,3026.172138353305,26596.390254749895,14363394730.821066,0.53789069824926,57435.5006265603,0.4392210898888791,37,3.6647439885860935,1,4,2023-11-07,maturity,0,0.0,0.0,0.0
L000033,B0014,2024-04-18,9126.804665032972,180,0.08997336857585868,1.924037765747615,0.2923178305622918,2333.131402564389,23702.17145113606,24165945919.674583,0.53789069824926,57435.5006265603,0.4392210898888791,37,3.6647439885860935,1,4,2024-10-15,maturity,0,0.0,0.0,0.0
L000034,B0014,2023-10-04,16555.591616315385,365,0.08808668960697263,1.8116941374977122,0.3110445944189299,2098.378744450773,45022.705915179016,12963807613.487486,0.53789069824926,57435.5006265603,0.4392210898888791,37,3.6647439885860935,1,4,2024-10-03,maturity,0,0.0,0.0,0.0
L000035,B0014,2023-08-13,17787.796821535838,90,0.13009550882012522,1.9428064881892173,0.14075411242165764,2011.8004863588653,72180.40689028884,9041644345.540976,0.53789069824926,57435.5006265603,0.4392210898888791,37,3.6647439885860935,1,4,2023-11-11,maturity,0,0.0,0.0,0.0
L000036,B0014,2023-02-27,7591.940503515111,60,0.13152322721869547,1.8201981924924415,0.2797484115132167,1815.640518296038,52837.104031380564,6076569548.010821,0.53789069824926,57435.5006265603,0.4392210898888791,37,3.6647439885860935,1,4,2023-04-28,maturity,0,0.0,0.0,0.0
L000037,B0015,2023-11-20,32006.11312062358,180,0.09714457970638384,3.007656032747101,0.20048812406185923,1308.1960449740575,46628.94150995351,8538437403.378579,0.24901316313785007,14390.435893988171,0.46360692555333594,29,0.9603534470528395,0,5,2024-01-25,default,1,0.07632948143584374,2443.0100172741522,1.0
L000038,B0016,2023-03-09,6222.626795077727,60,0.06602804281690693,1.7859507615265335,0.17055505529750983,2132.78622153434,39829.102787555246,8921261105.640701,0.635354542418434,24843.38955041567,0.2672577269945208,52,14.805042129921116,0,9,2023-05-08,maturity,0,0.0,0.0,0.0
L000039,B0016,2024-08-03,2540.92489711306,90,0.10575558049500336,1.8904579320297696,0.2128923312549978,3264.3048227482846,42855.14136310484,25501847817.077446,0.635354542418434,24843.38955041567,0.2672577269945208,52,14.805042129921116,0,9,2024-11-01,maturity,0,0.0,0.0,0.0
L000040,B0016,2023-08-06,3431.393256926129,180,0.09286861540102465,1.6489169394261067,0.23019073715335395,1639.7532195397253,31557.06261351581,3768148421.1678867,0.635354542418434,24843.38955041567,0.2672577269945208,52,14.805042129921116,0,9,2024-02-02,maturity,0,0.0,0.0,0.0
L000041,B0017,2024-10-20,21700.04620546179,180,0.09365045408950456,3.231886602438171,0.1903752454054965,2193.7670689928655,37134.052651036145,11990137298.3497,0.26576237332913755,51941.04906003435,0.2819303733536357,33,7.307174867950797,0,5,2025-04-18,maturity,0,0.0,0.0,0.0
L000042,B0017,2023-05-27,1826.5575355152066,90,0.15786189834858566,1.9349326134270948,0.2925676635610763,1166.541754195273,28959.316825909544,11735579533.082262,0.26576237332913755,51941.04906003435,0.2819303733536357,33,7.307174867950797,0,5,2023-08-25,maturity,0,0.0,0.0,0.0
L000043,B0017,2023-05-23,4253.900110516729,60,0.12810709565392486,2.226671123088413,0.38279434714648597,2126.225188191146,31894.722953998073,8005397352.216048,0.26576237332913755,51941.04906003435,0.2819303733536357,33,7.307174867950797,0,5,2023-07-22,maturity,0,0.0,0.0,0.0
L000044,B0017,2024-07-28,16703.14410241618,365,0.04668676916150311,2.6608597148753748,0.08842196431740257,2521.900998955304,31899.00650679353,12677796597.290792,0.26576237332913755,51941.04906003435,0.2819303733536357,33,7.307174867950797,0,5,2025-07-28,maturity,0,0.0,0.0,0.0
L000045,B0018,2024-08-21,3816.6032135562086,180,0.04770317577847699,2.1823165930312114,0.12791337501668737,2299.748722070558,26887.050470871895,10998588800.785835,0.5154030943591819,24820.581604635245,0.5692730228078995,34,2.4274148787794463,2,6,2025-02-17,maturity,0,0.0,0.0,0.0
L000046,B0018,2024-08-20,3823.7516501595505,180,0.07692620806136227,2.4685821364771257,0.20335420938248028,1593.2059243800925,39720.654023511175,4706258881.59991,0.5154030943591819,24820.581604635245,0.5692730228078995,34,2.4274148787794463,2,6,2025-02-16,maturity,0,0.0,0.0,0.0
L000047,B0018,2024-01-06,42685.79577290138,60,0.058921132382838234,2.9523038888024757,0.2061117302697617,2576.3488654126872,38306.55475768167,7082222001.57531,0.5154030943591819,24820.581604635245,0.5692730228078995,34,2.4274148787794463,2,6,2024-02-15,default,1,0.14026589802805015,5987.361477127959,1.0
L000048,B0019,2024-06-05,624.9788590616532,180,0.03482154736751485,1.8820521665871885,0.33703428095107596,1094.8309966094248,63247.484653191554,16780258615.87105,0.38153366831030366,31521.275441678878,0.2236700886792262,18,2.124432544963176,0,9,2024-12-02,maturity,0,0.0,0.0,0.0
L000049,B0019,2023-04-04,1040.000140031254,30,0.06211608108964464,1.5935988849507456,0.22992871479415392,1777.805391282469,35309.65309108757,7571704206.466235,0.38153366831030366,31521.275441678878,0.2236700886792262,18,2.124432544963176,0,9,2023-05-04,maturity,0,0.0,0.0,0.0
L000050,B0020,2023-06-06,6270.191415403324,60,0.1346453520696665,1.9895422217184218,0.13373259480654903,2434.8300206011686,33982.31596058932,12841971688.226448,0.4381079245774021,56755.70314202684,0.23061271313703677,33,7.681218834116284,0,3,2023-08-05,maturity,0,0.0,0.0,0.0
L000051,B0021,2024-09-02,4303.722502825335,30,0.14528142685583698,2.5176472239685888,0.3198300439267942,1532.1652111221422,30679.952964406126,15083532293.185432,0.4183952466696299,46766.74489331175,0.3531544202561912,43,3.6783538841208028,1,10,2024-10-02,maturity,0,0.0,0.0,0.0
L000052,B0021,2024-01-30,4458.444984907147,180,0.10193972654398854,1.7414320068406566,0.3409426629563508,2470.430710940056,35042.105880193056,7057124089.550095,0.4183952466696299,46766.74489331175,0.3531544202561912,43,3.6783538841208028,1,10,2024-07-28,maturity,0,0.0,0.0,0.0
L000053,B0021,2024-09-02,2386.233564211986,180,0.10842371904287217,2.13575289221486,0.11375782802645534,1244.5614956975346,37193.75935886355,15015237922.797647,0.4183952466696299,46766.74489331175,0.3531544202561912,43,3.6783538841208028,1,10,2025-03-01,maturity,0,0.0,0.0,0.0
L000054,B0021,2024-06-25,5120.287068748346,90,0.09360765218110764,1.575355132123606,0.13660120500330675,2353.1823766264397,24935.246100867764,23643676811.649548,0.4183952466696299,46766.74489331175,0.3531544202561912,43,3.6783538841208028,1,10,2024-09-23,maturity,0,0.0,0.0,0.0
L000055,B0022,2023-01-12,4956.284454057764,30,0.037384059003017084,1.9987389394044461,0.2450221633222749,1585.5943380518197,48136.25984694095,7147823100.467216,0.6930503377574219,42620.51707428843,0.23214236376262243,24,0.9600381509316565,1,7,2023-02-11,maturity,0,0.0,0.0,0.0
L000056,B0022,2024-11-29,8564.042659643626,365,0.09107444843314919,1.7718509973396546,0.33429950777402995,2428.5842119717718,26049.70612414578,11785677985.660345,0.6930503377574219,42620.51707428843,0.23214236376262243,24,0.9600381509316565,1,7,2025-11-29,maturity,0,0.0,0.0,0.0
L000057,B0022,2023-10-01,30236.12923532615,90,0.13964720396565045,1.8435337434221588,0.3595979735037265,2389.9104107161843,26514.002258110766,10811080206.945204,0.6930503377574219,42620.51707428843,0.23214236376262243,24,0.9600381509316565,1,7,2023-12-30,maturity,0,0.0,0.0,0.0
L000058,B0022,2023-04-25,7339.32852557261,90,0.055011576565416796,2.119469559702499,0.4429756025803646,2723.213294490599,38123.89397880349,8465921716.878927,0.6930503377574219,42620.51707428843,0.23214236376262243,24,0.9600381509316565,1,7,2023-07-24,maturity,0,0.0,0.0,0.0
L000059,B0022,2024-03-21,6321.608974747929,60,0.05853131109570316,1.6638922222605725,0.05,2059.8076097027547,32818.56809001778,13273371620.381409,0.6930503377574219,42620.51707428843,0.23214236376262243,24,0.9600381509316565,1,7,2024-05-20,maturity,0,0.0,0.0,0.0
L000060,B0023,2023-01-04,4411.564843481407,90,0.06805524244906269,2.23167254227233,0.1286529950710733,2970.9288418617075,28196.53426916053,7703673578.064285,0.26002611341832005,29629.52568291544,0.23843899928388845,27,18.723735024431374,0,6,2023-04-04,maturity,0,0.0,0.0,0.0
L000061,B0023,2024-05-27,1420.2912188140087,60,0.064380164417676,2.096698369205131,0.07545097948810507,1708.9453981476415,41316.06235078809,7884605269.686479,0.26002611341832005,29629.52568291544,0.23843899928388845,27,18.723735024431374,0,6,2024-07-26,maturity,0,0.0,0.0,0.0
L000062,B0023,2024-06-03,432.3709292673719,30,0.16442424617198087,2.1739039854436344,0.2278574026438156,1686.4503146186128,46317.16509336465,15576008839.8387,0.26002611341832005,29629.52568291544,0.23843899928388845,27,18.723735024431374,0,6,2024-07-03,maturity,0,0.0,0.0,0.0
L000063,B0023,2024-10-02,11049.999475230707,90,0.12064336545410433,1.6540453260525414,0.24051725445973957,1959.0793264930587,30804.163283155816,6526077774.791091,0.26002611341832005,29629.52568291544,0.23843899928388845,27,18.723735024431374,0,6,2024-12-31,maturity,0,0.0,0.0,0.0
L000064,B0024,2024-09-15,8065.582841770715,60,0.09418981437048735,1.811098155688311,0.36724060321201585,2211.5802407065717,41372.05375713001,17920589509.515205,0.5763284013658531,45344.15991365025,0.36526332118874694,42,3.1670724069059113,3,5,2024-11-14,maturity,0,0.0,0.0,0.0
L000065,B0024,2023-06-06,6520.469835637541,90,0.07134904745423931,1.7854070401432507,0.2731942713457531,2180.8099874464638,41518.48502940336,5517269941.268362,0.5763284013658531,45344.15991365025,0.36526332118874694,42,3.1670724069059113,3,5,2023-09-04,maturity,0,0.0,0.0,0.0
L000066,B0024,2023-06-15,10568.982882979162,365,0.09458328160857875,2.2510329177197157,0.11698358777146714,3261.068837012692,39114.50977697632,7908676986.295478,0.5763284013658531,45344.15991365025,0.36526332118874694,42,3.1670724069059113,3,5,2024-06-14,maturity,0,0.0,0.0,0.0
L000067,B0024,2024-06-27,8941.949483082506,30,0.12814163421381836,2.2314282517073414,0.10051957585980793,2547.3280101968753,32746.19084007644,9666699563.908842,0.5763284013658531,45344.15991365025,0.36526332118874694,42,3.1670724069059113,3,5,2024-07-27,maturity,0,0.0,0.0,0.0
L000068,B0024,2024-09-05,514.6924334906031,90,0.08007626909732389,1.6552341829019936,0.24506078354157196,1544.570414722028,22326.276298327717,11008371175.205389,0.5763284013658531,45344.15991365025,0.36526332118874694,42,3.1670724069059113,3,5,2024-12-04,maturity,0,0.0,0.0,0.0
L000069,B0025,2023-01-20,3203.001871243786,30,0.07582506774971308,2.054148957652262,0.05,2177.9469385677053,34377.55757834203,8525687165.6169195,0.3917953008916769,33717.09952442874,0.4133211757037022,20,14.827111887188977,0,5,2023-02-19,maturity,0,0.0,0.0,0.0
L000070,B0025,2024-01-07,10668.739193606574,90,0.08336523868243946,2.2768407662392374,0.18704830769369998,4744.703265944227,42046.01398801958,5506921543.262905,0.3917953008916769,33717.09952442874,0.4133211757037022,20,14.827111887188977,0,5,2024-04-06,maturity,0,0.0,0.0,0.0
L000071,B0025,2023-09-03,23729.735977005916,30,0.145133301058969,2.442108173341961,0.1562672315152746,1214.499098482926,41322.456329079876,6952880091.762897,0.3917953008916769,33717.09952442874,0.4133211757037022,20,14.827111887188977,0,5,2023-10-03,maturity,0,0.0,0.0,0.0
L000072,B0025,2023-09-04,1706.6790896466432,365,0.13466458983482052,2.6042683517046066,0.1523726977232622,2302.5397644496943,38702.74235961396,11659816338.418688,0.3917953008916769,33717.09952442874,0.4133211757037022,20,14.827111887188977,0,5,2024-09-03,maturity,0,0.0,0.0,0.0
L000073,B0026,2023-03-29,2119.8182355281856,180,0.09465305628318038,1.5372792689399288,0.07774026520114086,2112.194151534416,31030.11075396893,6166877713.414008,0.42893773821903497,47795.33721678602,0.1412777499469272,45,12.462796998430901,0,9,2023-09-25,maturity,0,0.0,0.0,0.0
L000074,B0027,2024-06-29,1128.3510869427218,60,0.04156104430500097,1.1095408459706846,0.21109447982453347,822.0264367951697,41831.11631991743,12291051612.88399,0.5967851585411745,26952.754662328985,0.2789410612672031,29,2.0121269857057564,1,7,2024-08-28,maturity,0,0.0,0.0,0.0
L000075,B0028,2024-11-06,3674.1606912971934,180,0.10872503927185453,1.9389703446158715,0.22251923274909333,1927.6753614222337,53661.62512116147,20971171563.107994,0.35539474515981556,32547.59033898989,0.4770180100982217,31,10.242563104765706,0,7,2025-05-05,maturity,0,0.0,0.0,0.0
L000076,B0028,2024-07-16,18222.256503884,60,0.07413884227437803,2.700239535326417,0.25060641378930504,1488.1865308772892,27836.237465531874,8071859845.596862,0.35539474515981556,32547.59033898989,0.4770180100982217,31,10.242563104765706,0,7,2024-09-14,maturity,0,0.0,0.0,0.0
L000077,B0029,2024-06-24,1191.7372191687123,365,0.049490947841031925,2.155285458376564,0.20327324776570324,1823.0676907204165,47954.552589276485,8835670284.133024,0.41707042542585054,20050.81989603159,0.361797462056256,23,2.6613831267283854,2,5,2025-06-24,maturity,0,0.0,0.0,0.0
L000078,B0029,2024-03-09,7898.417849710283,60,0.07468631197959585,1.7786737141226736,0.2013988115887713,3416.578118138763,53402.9198369421,16873526892.412125,0.41707042542585054,20050.81989603159,0.361797462056256,23,2.6613831267283854,2,5,2024-05-08,maturity,0,0.0,0.0,0.0
L000079,B0029,2024-07-06,873.1518146102916,60,0.10893907619204006,2.2750187414122216,0.4085327800717563,1091.034591983707,45219.68635797594,16592005019.328398,0.41707042542585054,20050.81989603159,0.361797462056256,23,2.6613831267283854,2,5,2024-09-04,maturity,0,0.0,0.0,0.0
L000080,B0030,2024-02-13,6606.423448351563,90,0.04923800892291305,2.0947955250728856,0.24288225546266695,1907.0929901061568,29569.835774524174,6503312013.205895,0.5063343496295459,35560.666555988006,0.2961979733556478,38,1.0066616211030768,0,2,2024-05-13,maturity,0,0.0,0.0,0.0
L000081,B0030,2024-03-24,6635.714421959392,365,0.0744471752360752,1.7336714850791184,0.18603563587584188,1896.8142375904708,49593.766194075535,5358611962.443992,0.5063343496295459,35560.666555988006,0.2961979733556478,38,1.0066616211030768,0,2,2025-03-24,maturity,0,0.0,0.0,0.0
L000082,B0030,2024-04-07,1151.9251176221608,30,0.08545438355725511,1.2106780268123045,0.2586559313395848,994.1881607498418,44900.85227313177,16966450282.689688,0.5063343496295459,35560.666555988006,0.2961979733556478,38,1.0066616211030768,0,2,2024-05-07,maturity,0,0.0,0.0,0.0
L000083,B0031,2023-08-19,4608.641549259734,30,0.03320217330862485,2.191241885678439,0.12032597766918808,1260.6704961844869,43210.11662237842,14298642415.09699,0.26510846152403633,22323.595267637305,0.3462252555015791,59,3.190958899821487,0,5,2023-09-18,maturity,0,0.0,0.0,0.0
L000084,B0031,2023-12-13,12857.372853002062,30,0.0977125964841886,2.3945003163368512,0.36653588124305175,3390.0045865410884,50217.11606079679,8180514319.933469,0.26510846152403633,22323.595267637305,0.3462252555015791,59,3.190958899821487,0,5,2024-01-12,maturity,0,0.0,0.0,0.0
L000085,B0032,2024-07-21,3396.684992671834,60,0.09722781363306349,2.3049855498978897,0.11803432383665267,1991.0152318653602,40051.18326626812,11806018287.911798,0.3952464769915693,18612.192019845523,0.10846004019288348,42,6.160204662473485,1,4,2024-09-19,maturity,0,0.0,0.0,0.0
L000086,B0032,2024-08-25,1213.0641201154322,60,0.1138486998114942,2.6769365835556393,0.15430474428564328,1954.5618389429346,20897.60579785315,11058301042.21256,0.3952464769915693,18612.192019845523,0.10846004019288348,42,6.160204662473485,1,4,2024-10-24,maturity,0,0.0,0.0,0.0
L000087,B0032,2023-01-08,4187.542667604142,30,0.10874093486781923,2.332684147973722,0.1720963265942776,2573.23839600016,27863.160525399886,20052943065.26235,0.3952464769915693,18612.192019845523,0.10846004019288348,42,6.160204662473485,1,4,2023-02-07,maturity,0,0.0,0.0,0.0
L000088,B0032,2024-12-25,4171.183722882212,30,0.10139105665232606,1.4522942151485654,0.08903010296529668,2008.7177101570287,29288.715098017245,16026771398.443123,0.3952464769915693,18612.192019845523,0.10846004019288348,42,6.160204662473485,1,4,2025-01-24,maturity,0,0.0,0.0,0.0
L000089,B0032,2023-08-23,4495.066814084365,30,0.04851297425687408,2.3521124739751293,0.18375889139817728,1783.3912177586521,49680.89249704903,4852937911.744401,0.3952464769915693,18612.192019845523,0.10846004019288348,42,6.160204662473485,1,4,2023-09-22,maturity,0,0.0,0.0,0.0
L000090,B0033,2023-12-05,1475.064262621524,30,0.10940337031969904,1.2248096145702858,0.1392852323372688,2424.881509207903,35150.04811055919,4901391329.6093235,0.5625140647497485,42412.42703447769,0.22690828159919452,26,3.095070490871144,2,7,2024-01-04,maturity,0,0.0,0.0,0.0
L000091,B0034,2023-09-01,5418.8440411921365,90,0.09784695727303955,1.9599800183016962,0.5556458074376815,2148.3349201127353,33354.94734112333,15269951147.553495,0.11593449875168234,41259.79695547431,0.15051581206901055,46,3.5055987288726635,0,3,2023-11-30,maturity,0,0.0,0.0,0.0
L000092,B0034,2024-11-16,3352.807801626092,180,0.0929475575938649,2.3694586265653523,0.25086900801902084,2386.8347152150554,55664.59987640321,17645608166.274,0.11593449875168234,41259.79695547431,0.15051581206901055,46,3.5055987288726635,0,3,2025-05-15,maturity,0,0.0,0.0,0.0
L000093,B0034,2023-08-08,10562.975394026256,365,0.1568614728103533,2.958180944006421,0.2709825988527264,1123.6974357245049,42162.79362864586,19399023423.899906,0.11593449875168234,41259.79695547431,0.15051581206901055,46,3.5055987288726635,0,3,2024-08-07,maturity,0,0.0,0.0,0.0
L000094,B0034,2023-05-16,2009.6603198855641,365,0.09840192861591751,2.179995408512629,0.21901040614505415,1530.6834555438518,36944.7426819029,12595760736.994146,0.11593449875168234,41259.79695547431,0.15051581206901055,46,3.5055987288726635,0,3,2024-05-15,maturity,0,0.0,0.0,0.0
L000095,B0034,2024-08-13,600.8022809768518,180,0.11859753990443313,2.0095436404856994,0.05,2141.495951203093,39870.32114236296,10582469247.657797,0.11593449875168234,41259.79695547431,0.15051581206901055,46,3.5055987288726635,0,3,2025-02-09,maturity,0,0.0,0.0,0.0
L000096,B0035,2024-04-29,9781.676059230978,180,0.12580515201581793,1.9700788968215206,0.272298281137719,2364.3803401271493,26219.47609372193,15134720121.296528,0.19302400828250682,58088.57274522108,0.29450633404439086,31,11.1881237467127,0,3,2024-10-26,maturity,0,0.0,0.0,0.0
